Name,Website,Symbol,Ticker,Exchange,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Name,Industry,Sector,Year Founded,IPO Date,Headquarter Location,latitude,longitude,SEC ID,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"City, State,","City, County, State, Country",source,precision,CEO,CEO LinkedIn,CEO Pay,Salary Year,Arabesque Profile,Shortsqueeze Profile,,,Country,Sector,Size,Region,Industry,GC Score,ESG Score,Temperature Score,,State,Industry,Competency - Flexibility,Competency - Honesty,Competency - Changes according to the situation,Competency - Encourages initiative,Competency - Value driven decision-making,Competency - Delegating,Competency - Integrity,Competency - Leadership by example,Competency - Clear vision,Competency - Humility,Individual - Integrity/ethics,Individual - Analytic intelligence,Individual - Sense of urgency,Individual - Willingness to ask for help,Individual - Decision making,Individual - Ability to simplify,Individual - Creative Questioning approach,Individual - Leadership,Individual - Openness,Individual - Communications skills,Individual - People empathy,Individual - Potential problem identification,Individual - Vision/perspective,Individual - Ego drive,Individual - Non-political,Individual - Endurance,Individual - Willingness to take unqualified responsibility,Individual - Willingness to take the lead,Results Orientation - RESULTS ORIENTATION,Results Orientation - Market and customer knowledge,Results Orientation - Some familiarity with technology,Results Orientation - Articulates and champions a vision,"Results Orientation - Identifies, grows, and deploys core competencies",Results Orientation - Establishes strategy,Results Orientation - Focuses on profitability,Results Orientation - Builds a team,Results Orientation - Defines clear cut objectives,Results Orientation - Delivers objectives,Results Orientation - Removes obstacles for the team,Results Orientation - Establishes and enforces a culture,Results Orientation - Asks the right questions,Results Orientation - Focuses on both short and long term,Results Orientation - Early problem identification,Results Orientation - Ability to solve a problem,Results Orientation - Encourages continuous learning at all levels,Results Orientation - Reinforces mobility of the team and its core competencies
Kellogg Co.,kelloggcompany.com,K,K,NYSE,Consumer Staples,65.98,16.5,3.36,1.95,76.69,58.76,"22,182,794,875","1,827,000,000",2,12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,1906,10/6/2050,"Battle Creek, Michigan",42.32,-85.18,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,KeyCorp,"Battle Creek, Michigan","Battle Creek, Calhoun County, MI, US",MapQuest,city/town,Steven Cahillane,0,"9,694,223.00",2019,https://sray.arabesque.com/dashboard/000NH1-E/Kellogg_Company,https://shortsqueeze.com/?symbol=K&submit=Short+Quote%E2%84%A29,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACCAR Inc.,-,PCAR,PCAR,NASDAQ,Industrials,66.98,15.72,1.46,4.75,79.69,61.93,"24,152,102,921","3,619,200,000",1,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR,PACCAR Inc.,Industrials,Construction Machinery & Heavy Trucks,1905,12/31/1980,"Bellevue, Washington",47.61,-122.19,75362,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bellevue, Washington","Bellevue, King County, WA, US",MapQuest,city/town,R. Feight,0,"5,850,648.00",2019,https://sray.arabesque.com/dashboard/000T0D-E/PACCAR_Inc,https://shortsqueeze.com/?symbol=PCAR&submit=Short+Quote%E2%84%A30,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Mobile US,-,TMUS,TMUS,NASDAQ,,,,,,,,,,,,,T-Mobile US,Communication Services,Wireless Telecommunication Services,1994,7/15/2019,"Bellevue, Washington",47.61,-122.19,1283699,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bellevue, Washington","Bellevue, King County, WA, US",MapQuest,city/town,John Legere,0,"27,756,690.00",2019,"https://sray.arabesque.com/dashboard/0D4BBG-E/T-Mobile_US,_Inc.",https://shortsqueeze.com/?symbol=TMUS&submit=Short+Quote%E2%84%A31,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlpool Corp.,-,WHR,WHR,NYSE,Consumer Discretionary,164.95,11.77,2.57,4.51,202.99,158.8,"12,177,920,000","1,842,000,000",1,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,1911,12/19/2191,"Benton Harbor, Michigan",42.12,-86.45,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Williams Companies,"Benton Harbor, Michigan","Benton Harbor, Berrien County, MI, US",MapQuest,city/town,Marc Bitzer,0,"13,999,494.00",2019,https://sray.arabesque.com/dashboard/000YVZ-E/Whirlpool_Corporation,https://shortsqueeze.com/?symbol=WHR&submit=Short+Quote%E2%84%A32,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wal-Mart Stores,-,WMT,WMT,NYSE,Consumer Staples,100.02,23.1,1.98,4.39,109.98,66.89,"305,000,000,000","30,721,000,000",1,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,1962,8/31/1982,"Bentonville, Arkansas",36.37,-94.2,104169,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bentonville, Arkansas","Bentonville, Benton County, AR, US",MapQuest,city/town,C. McMillon,0,"22,105,350.00",2020,https://sray.arabesque.com/dashboard/000YMS-E/Walmart_Inc.,https://shortsqueeze.com/?symbol=WMT&submit=Short+Quote%E2%84%A33,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMETEK Inc,ametek.com,AME,AME,NYSE,Industrials,72.05,27.61,0.76,2.94,78.51,51.31,"17,139,651,923","1,025,763,000",4,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME,AMETEK Inc.,Industrials,Electrical Components & Equipment,1930,9/23/2013,"Berwyn, Pennsylvania",40.05,-75.44,1037868,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Berwyn, Pennsylvania","Berwyn, Chester County, PA, US",MapQuest,city/town,David Zapico,0,"10,176,064.00",2019,"https://sray.arabesque.com/dashboard/000C32-E/AMETEK,_Inc.",https://shortsqueeze.com/?symbol=AME&submit=Short+Quote%E2%84%A34,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Host Hotels & Resorts,hosthotels.com,HST,HST,NYSE,Real Estate,18.75,11.23,4.11,1.02,21.53,17.26,"14,394,715,334","1,547,000,000",4,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,1993,3/20/2007,"Bethesda, Maryland",38.98,-77.09,1070750,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bethesda, Maryland","Bethesda, Montgomery County, MD, US",MapQuest,city/town,James Risoleo,0,"9,434,465.00",2019,"https://sray.arabesque.com/dashboard/06FMKM-E/Host_Hotels_&_Resorts,_Inc.",https://shortsqueeze.com/?symbol=HST&submit=Short+Quote%E2%84%A35,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockheed Martin Corp.,-,LMT,LMT,NYSE,Industrials,334.3,24.28,2.32,6.83,361.79,256.4,"98,102,120,000","7,115,000,000",2,46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,1995,7/31/1984,"Bethesda, Maryland",38.98,-77.09,936468,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bethesda, Maryland","Bethesda, Montgomery County, MD, US",MapQuest,city/town,Marillyn Hewson,0,"30,913,982.00",2019,https://sray.arabesque.com/dashboard/000P7N-E/Lockheed_Martin_Corporation,https://shortsqueeze.com/?symbol=LMT&submit=Short+Quote%E2%84%A36,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marriott Int'l.,marriott.com,MAR,MAR,NASDAQ,Consumer Discretionary,133.88,32.73,0.95,2.67,149.21,85.37,"50,910,130,358","2,620,000,000",3,11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1927,2/8/4770,"Bethesda, Maryland",38.98,-77.09,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,Marsh & McLennan,"Bethesda, Maryland","Bethesda, Montgomery County, MD, US",MapQuest,city/town,Arne Sorenson,0,"13,435,887.00",2019,"https://sray.arabesque.com/dashboard/001YRD-E/Marriott_International,_Inc._Class_A",https://shortsqueeze.com/?symbol=MAR&submit=Short+Quote%E2%84%A37,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Nation Entertainment,livenationentertainment.com,LYV,LYV,NYSE,,,,,,,,,,,,,Live Nation Entertainment,Communication Services,Movies & Entertainment,2010,12/23/2019,"Beverly Hills, California",34.08,-118.4,1335258,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Beverly Hills, California","Beverly Hills, Los Angeles County, CA, US",MapQuest,city/town,Michael Rapino,0,"14,563,122.00",2019,"https://sray.arabesque.com/dashboard/09HB7M-E/Live_Nation_Entertainment,_Inc.",https://shortsqueeze.com/?symbol=LYV&submit=Short+Quote%E2%84%A38,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regions Financial Corp.,-,RF,RF,NYSE,Financials,17.9,17.9,1.9,1,19.9,13,"21,500,640,000",0,3,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF,Regions Financial Corp.,Financials,Regional Banks,1971,8/28/1998,"Birmingham, Alabama",33.52,-86.81,1281761,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Birmingham, Alabama","Birmingham, Jefferson County, AL, US",MapQuest,city/town,John Turner Jr.,0,"13,115,267.00",2019,https://sray.arabesque.com/dashboard/05Z5MM-E/Regions_Financial_Corporation,https://shortsqueeze.com/?symbol=RF&submit=Short+Quote%E2%84%A39,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vulcan Materials,-,VMC,VMC,NYSE,Materials,121.47,40.9,0.78,3.1,141.2,108.95,"16,964,162,228","970,976,000",6,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC,Vulcan Materials,Materials,Construction Materials,1909,6/30/1999,"Birmingham, Alabama",33.52,-86.81,1396009,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Birmingham, Alabama","Birmingham, Jefferson County, AL, US",MapQuest,city/town,J. Hill,0,"9,556,186.00",2019,https://sray.arabesque.com/dashboard/000YM7-E/Vulcan_Materials_Company,https://shortsqueeze.com/?symbol=VMC&submit=Short+Quote%E2%84%A40,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIGNA Corp.,-,CI,CI,NYSE,Health Care,189.27,18.11,0.02,7.2,227.13,141.93,"47,680,910,480",0,2,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI,CIGNA Corp.,Health Care,Managed Health Care,1982,6/30/1976,"Bloomfield, Connecticut",41.83,-72.74,1739940,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bloomfield, Connecticut","Bloomfield, Hartford County, CT, US",MapQuest,city/town,David Cordani,0,"19,303,032.00",2019,https://sray.arabesque.com/dashboard/0JF71F-E/Cigna_Corporation,https://shortsqueeze.com/?symbol=CI&submit=Short+Quote%E2%84%A41,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBA Communications,-,SBAC,SBAC,NASDAQ,Real Estate,159.85,199.81,0,0.62,177.67,103.51,"19,572,031,314","1,074,240,000",15,91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC,SBA Communications,Real Estate,Specialized REITs,1989,9/1/2017,"Boca Raton, Florida",26.35,-80.09,1034054,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Boca Raton, Florida","Boca Raton, Palm Beach County, FL, US",MapQuest,city/town,Jeffrey Stoops,0,"10,156,251.00",2019,https://sray.arabesque.com/dashboard/0GKRVD-E/SBA_Communications_Corp._Class_A,https://shortsqueeze.com/?symbol=SBAC&submit=Short+Quote%E2%84%A42,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micron Technology,micron.com,MU,MU,NASDAQ,Information Technology,40,9.01,0,4.36,49.89,22.64,"48,576,791,974","12,541,000,000",2,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU,Micron Technology,Information Technology,Semiconductors,1978,9/27/1994,"Boise, Idaho",43.62,-116.2,723125,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Boise, Idaho","Boise, Ada County, ID, US",MapQuest,city/town,Sanjay Mehrotra,0,"16,944,751.00",2019,"https://sray.arabesque.com/dashboard/000PZY-E/Micron_Technology,_Inc.",https://shortsqueeze.com/?symbol=MU&submit=Short+Quote%E2%84%A43,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulta Salon Cosmetics & Fragrance Inc,ulta.com,ULTA,ULTA,NASDAQ,Consumer Discretionary,209.09,32.07,0,6.52,314.86,187.96,"13,300,000,127","1,002,093,000",3,8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,1990,4/18/2016,"Bolingbrook, Illinois",41.7,-88.08,1403568,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bolingbrook, Illinois","Bolingbrook, Will County, IL, US",MapQuest,city/town,Mary Dillon,0,"7,064,799.00",2020,https://sray.arabesque.com/dashboard/0GT085-E/Ulta_Beauty_Inc,https://shortsqueeze.com/?symbol=ULTA&submit=Short+Quote%E2%84%A44,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexion Pharmaceuticals,alexion.com,ALXN,ALXN,NASDAQ,Health Care,108.47,22.18,0,1.77,149.34,96.18,"26,172,439,795","1,072,000,000",10,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN,Alexion Pharmaceuticals,Health Care,Pharmaceuticals,1992,5/25/2012,"Boston, Massachusetts",42.36,-71.06,899866,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Boston, Massachusetts","Boston, Suffolk County, MA, US",MapQuest,city/town,Ludwig Hantson,0,"18,947,984.00",2019,"https://sray.arabesque.com/dashboard/0017F0-E/Alexion_Pharmaceuticals,_Inc.",https://shortsqueeze.com/?symbol=ALXN&submit=Short+Quote%E2%84%A45,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Tower Corp A,-,AMT,AMT,NYSE,Real Estate,133.57,20.68,2,1.97,155.28,103.36,"59,213,892,640","3,792,383,000",12,9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT,American Tower Corp.,Real Estate,Specialized REITs,1995,11/19/2007,"Boston, Massachusetts",42.36,-71.06,1053507,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Boston, Massachusetts","Boston, Suffolk County, MA, US",MapQuest,city/town,James Taiclet Jr.,0,"18,095,288.00",2019,https://sray.arabesque.com/dashboard/0023JS-E/American_Tower_Corporation,https://shortsqueeze.com/?symbol=AMT&submit=Short+Quote%E2%84%A46,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Properties,bostonproperties.com,BXP,BXP,NYSE,Real Estate,112.09,18.05,2.77,2.93,140.13,111.87,"17,799,878,487","1,546,846,000",7,3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP,Boston Properties,Real Estate,Office REITs,1970,4/3/2006,"Boston, Massachusetts",42.36,-71.06,1037540,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Boston, Massachusetts","Boston, Suffolk County, MA, US",MapQuest,city/town,Owen Thomas,0,"11,917,600.00",2019,"https://sray.arabesque.com/dashboard/001N7P-E/Boston_Properties,_Inc.",https://shortsqueeze.com/?symbol=BXP&submit=Short+Quote%E2%84%A47,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Electric,-,GE,GE,NYSE,Industrials,14.45,13.76,3.15,-0.72,30.59,14.71,"132,000,000,000","-206,000,000",1,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE,General Electric,Industrials,Industrial Conglomerates,1892,1/2/2011,"Boston, Massachusetts",42.36,-71.06,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,General Mills,"Boston, Massachusetts","Boston, Suffolk County, MA, US",MapQuest,city/town,H. Culp Jr.,0,"24,553,788.00",2019,https://sray.arabesque.com/dashboard/000KYG-E/General_Electric_Company,https://shortsqueeze.com/?symbol=GE&submit=Short+Quote%E2%84%A48,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A48,United States,Electronic Technology,Large (USD 10B < Cap < USD 200B),North America,Aerospace & Defense,5627%,5658%,3°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Mountain Incorporated,-,IRM,IRM,NYSE,Real Estate,32.07,15.42,7.08,0.46,41.53,32.05,"9,410,000,000","1,116,140,000",3,5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,1951,1/6/2009,"Boston, Massachusetts",42.36,-71.06,1020569,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Boston, Massachusetts","Boston, Suffolk County, MA, US",MapQuest,city/town,William Meaney,0,"10,888,949.00",2019,"https://sray.arabesque.com/dashboard/00G70G-E/Iron_Mountain,_Inc.",https://shortsqueeze.com/?symbol=IRM&submit=Short+Quote%E2%84%A49,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A49,United States,Finance,Mid (USD 2B < Cap < USD 10B),North America,Real Estate Investment Trusts,6071%,5718%,3°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Street Corp.,-,STT,STT,NYSE,Financials,98.54,15.35,1.62,5.23,114.27,75.27,"38,100,000,000",0,3,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STT,State Street Corp.,Financials,Asset Management & Custody Banks,1792,9/4/2156,"Boston, Massachusetts",42.36,-71.06,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,STERIS plc,"Boston, Massachusetts","Boston, Suffolk County, MA, US",MapQuest,city/town,Ronald O'Hanley,0,"8,699,401.00",2019,https://sray.arabesque.com/dashboard/000WX2-E/State_Street_Corporation,https://shortsqueeze.com/?symbol=STT&submit=Short+Quote%E2%84%A50,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A50,United States,Finance,Large (USD 10B < Cap < USD 200B),North America,Regional Banks,6477%,6058%,1.5°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tractor Supply Company,-,TSCO,TSCO,NASDAQ,Consumer Discretionary,65.94,19.57,1.6,3.3,82.68,49.87,"8,460,000,000","859,519,000",1,6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,1938,1/24/2014,"Brentwood, Tennessee",36,-86.78,916365,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Brentwood, Tennessee","Brentwood, Williamson County, TN, US",MapQuest,city/town,Gregory Sandfort,0,"8,655,358.00",2019,https://sray.arabesque.com/dashboard/0019FL-E/Tractor_Supply_Company,https://shortsqueeze.com/?symbol=TSCO&submit=Short+Quote%E2%84%A51,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A51,United States,Retail Trade,Large (USD 10B < Cap < USD 200B),North America,Specialty Stores,5985%,6479%,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
People's United Financial,-,PBCT,PBCT,NASDAQ,Financials,18.56,18.02,3.59,0.97,20.14,15.97,"6,530,000,000",0,4,1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,1842,11/13/2008,"Bridgeport, Connecticut",41.18,-73.19,1378946,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Bridgeport, Connecticut","Bridgeport, Fairfield County, CT, US",MapQuest,city/town,John Barnes,0,"5,800,085.00",2019,"https://sray.arabesque.com/dashboard/008RHB-E/People's_United_Financial,_Inc.",https://shortsqueeze.com/?symbol=PBCT&submit=Short+Quote%E2%84%A52,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A52,United States,Finance,Mid (USD 2B < Cap < USD 10B),North America,Major Banks,5282%,4905%,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiserv Inc,fiserv.com,FISV,FISV,NASDAQ,Information Technology,133.05,27.32,0,4.14,144.2,106.2,"26,900,000,000","1,911,000,000",7,12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV,Fiserv Inc,Information Technology,Data Processing & Outsourced Services,1984,4/2/2001,"Brookfield, Wisconsin",43.06,-88.12,798354,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Brookfield, Wisconsin","Brookfield, Waukesha County, WI, US",MapQuest,city/town,Jeffery Yabuki,0,"27,601,026.00",2019,"https://sray.arabesque.com/dashboard/000KJ3-E/Fiserv,_Inc.",https://shortsqueeze.com/?symbol=FISV&submit=Short+Quote%E2%84%A53,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A53,United States,Technology Services,Large (USD 10B < Cap < USD 200B),North America,Data Processing Services,5275%,3571%,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etsy,etsy.com,ETSY,ETSY,NASDAQ,,,,,,,,,,,,,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,2005,9/21/2020,"Brooklyn, New York",40.69,-73.99,1370637,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Brooklyn, New York","Brooklyn, Kings County, NY, US",MapQuest,city/town,Josh Silverman,0,"1,083,400.00",2019,"https://sray.arabesque.com/dashboard/008HL3-E/Etsy,_Inc.",https://shortsqueeze.com/?symbol=ETSY&submit=Short+Quote%E2%84%A54,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A54,United States,Commercial Services,Large (USD 10B < Cap < USD 200B),North America,Miscellaneous Commercial Services,5641%,4704%,1.5°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ball Corp,-,BLL,BLL,NYSE,Materials,38.44,20.56,1.02,0.85,43.24,35.6,"13,800,000,000","1,317,000,000",2,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL,Ball Corp,Materials,Metal & Glass Containers,1880,10/31/1984,"Broomfield, Colorado",39.92,-105.08,9389,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Broomfield, Colorado","Broomfield, City and County of Broomfield, CO, US",MapQuest,city/town,John Hayes,0,"11,855,921.00",2019,https://sray.arabesque.com/dashboard/000CJY-E/Ball_Corporation,https://shortsqueeze.com/?symbol=BLL&submit=Short+Quote%E2%84%A55,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A55,United States,Process Industries,Large (USD 10B < Cap < USD 200B),North America,Containers/Packaging,6662%,6680%,1.5°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&T Bank Corp.,msn.com,MTB,MTB,NYSE,Financials,178.35,18.91,1.62,8.69,193.85,141.12,"27,800,000,000",0,5,2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB,M&T Bank Corp.,Financials,Regional Banks,1856,2/23/2004,"Buffalo, New York",42.89,-78.88,36270,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Buffalo, New York","Buffalo, Erie County, NY, US",MapQuest,city/town,Rene Jones,0,"5,704,703.00",2019,https://sray.arabesque.com/dashboard/0023BK-E/M&T_Bank_Corporation,https://shortsqueeze.com/?symbol=MTB&submit=Short+Quote%E2%84%A56,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A56,United States,Finance,Large (USD 10B < Cap < USD 200B),North America,Regional Banks,4183%,4944%,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Walt Disney Company,go.com,DIS,DIS,NYSE,Consumer Discretionary,101.35,17.78,1.6,5.7,116.1,96.2,"158,000,000,000","12,544,000,000",4,4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS,The Walt Disney Company,Communication Services,Movies & Entertainment,1923,6/30/1976,"Burbank, California",34.18,-118.31,1744489,SEC Filings,Exchange Profile,Yahoo Finance Profile,Dividend Information,"Burbank, California","Burbank, Los Angeles County, CA, US",MapQuest,city/town,Robert Iger,0,"47,517,762.00",2019,https://sray.arabesque.com/dashboard/000HLG-E/Walt_Disney_Company,https://shortsqueeze.com/?symbol=DIS&submit=Short+Quote%E2%84%A57,https://shortsqueeze.com/?symbol=,&submit=Short+Quote%E2%84%A57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
